北海道	北海道	001	00	函館/渡島
北海道	北海道	001	01	江差/桧山
北海道	北海道	002	01	小樽/後志
北海道	北海道	002	02	苫小牧/室蘭
北海道	北海道	002	03	岩見沢/空知
北海道	北海道	002	04	浦河/日高
北海道	北海道	002	05	北広島/恵庭/千歳
北海道	北海道	002	06	札幌駅周辺
北海道	北海道	002	07	大通公園周辺
北海道	北海道	002	08	すすきの
北海道	北海道	002	09	中島公園周辺
北海道	北海道	002	10	桑園/円山/伏見
北海道	北海道	002	11	大通東
北海道	北海道	002	12	山鼻/藻岩周辺
北海道	北海道	002	13	北24条/北大周辺
北海道	北海道	002	14	麻生/新道北
北海道	北海道	002	15	東区
北海道	北海道	002	16	琴似/八軒
北海道	北海道	002	17	手稲/宮の沢/西野
北海道	北海道	002	18	平岸/澄川/西岡
北海道	北海道	002	19	豊平/月寒/清田
北海道	北海道	002	20	白石
北海道	北海道	002	21	厚別
北海道	北海道	002	22	南区/盤渓
北海道	北海道	002	23	江別/石狩
北海道	北海道	003	00	旭川/上川
北海道	北海道	003	01	稚内/宗谷
北海道	北海道	003	02	留萌
北海道	北海道	004	00	網走/北見/紋別
北海道	北海道	005	00	帯広/十勝
北海道	北海道	006	00	釧路
北海道	北海道	006	01	根室
東北	岩手	007	00	一ノ関
東北	岩手	008	00	盛岡
東北	岩手	009	00	沿岸
東北	青森	010	00	八戸
東北	青森	011	00	青森
東北	青森	012	00	弘前
東北	秋田	013	00	大館
東北	秋田	014	00	秋田
東北	秋田	015	00	横手
東北	福島	016	00	福島
東北	福島	016	01	郡山
東北	福島	017	00	会津若松/喜多方
東北	福島	018	00	いわき
東北	宮城	019	00	仙台市周辺
東北	宮城	019	01	仙南
東北	宮城	020	00	石巻/松島/気仙沼
東北	宮城	021	00	大崎
東北	山形	022	00	米沢
東北	山形	023	00	山形
東北	山形	024	00	新庄
東北	山形	025	00	鶴岡
関東甲信越	栃木	026	00	小山/佐野/足利
関東甲信越	栃木	027	00	宇都宮
関東甲信越	栃木	028	00	中禅寺湖/日光周辺
関東甲信越	栃木	029	00	鬼怒川/川治
関東甲信越	栃木	030	00	塩原/大田原周辺
関東甲信越	栃木	031	00	那須
関東甲信越	群馬	032	00	尾瀬
関東甲信越	群馬	033	00	前橋/伊勢崎
関東甲信越	群馬	034	00	太田/館林
関東甲信越	群馬	035	00	高崎
関東甲信越	群馬	036	00	伊香保/榛名/草津
関東甲信越	群馬	037	00	沼田/水上
関東甲信越	新潟	038	00	湯沢/奥只見
関東甲信越	新潟	039	00	糸魚川/直江津
関東甲信越	新潟	040	00	長岡
関東甲信越	新潟	041	00	新潟/新津
関東甲信越	新潟	042	00	新発田/村上
関東甲信越	新潟	043	00	佐渡
関東甲信越	千葉	044	00	千葉
関東甲信越	千葉	044	01	船橋/浦安
関東甲信越	千葉	045	00	木更津
関東甲信越	千葉	046	00	内房
関東甲信越	千葉	047	00	外房
関東甲信越	千葉	048	00	茂原/九十九里
関東甲信越	千葉	048	01	八日市場
関東甲信越	千葉	049	00	成田/佐倉
関東甲信越	千葉	050	00	銚子周辺
関東甲信越	千葉	051	00	松戸/柏/野田
関東甲信越	茨城	052	00	取手/つくば
関東甲信越	茨城	053	00	古河
関東甲信越	茨城	054	00	土浦
関東甲信越	茨城	055	00	水戸
関東甲信越	茨城	056	00	日立周辺
関東甲信越	東京	057	00	東京駅周辺
関東甲信越	東京	057	01	有楽町/日比谷
関東甲信越	東京	057	02	秋葉原
関東甲信越	東京	057	03	神田
関東甲信越	東京	057	04	御茶ノ水/神保町
関東甲信越	東京	057	05	麹町/市ヶ谷
関東甲信越	東京	058	00	銀座
関東甲信越	東京	058	02	日本橋
関東甲信越	東京	058	04	人形町/浜町
関東甲信越	東京	058	05	築地
関東甲信越	東京	058	06	月島/晴海/豊洲
関東甲信越	東京	058	07	新橋
関東甲信越	東京	058	08	浜松町/芝浦
関東甲信越	東京	058	09	田町/三田
関東甲信越	東京	058	10	品川
関東甲信越	東京	059	00	赤坂
関東甲信越	東京	059	01	青山/信濃町
関東甲信越	東京	059	02	六本木
関東甲信越	東京	059	03	西麻布
関東甲信越	東京	059	04	麻布十番
関東甲信越	東京	059	05	広尾/白金
関東甲信越	東京	059	06	お台場/有明
関東甲信越	東京	060	00	大崎/五反田
関東甲信越	東京	060	01	目黒
関東甲信越	東京	060	02	天王洲
関東甲信越	東京	060	03	大井町
関東甲信越	東京	060	04	大森
関東甲信越	東京	061	00	蒲田/羽田
関東甲信越	東京	061	01	田園調布
関東甲信越	東京	062	10	上野毛
関東甲信越	東京	062	11	下北沢
関東甲信越	東京	062	12	成城
関東甲信越	東京	062	13	明大前
関東甲信越	東京	062	14	下高井戸
関東甲信越	東京	062	00	渋谷駅周辺
関東甲信越	東京	062	01	渋谷明治通り/宮益坂
関東甲信越	東京	062	03	表参道/原宿
関東甲信越	東京	062	04	初台/代々木上原
関東甲信越	東京	062	05	恵比寿/代官山
関東甲信越	東京	062	06	中目黒
関東甲信越	東京	062	07	自由が丘
関東甲信越	東京	062	08	三軒茶屋/三宿
関東甲信越	東京	062	09	二子玉川
関東甲信越	東京	062	15	用賀/駒沢
関東甲信越	東京	062	16	世田谷/経堂
関東甲信越	東京	063	10	高円寺/阿佐ヶ谷
関東甲信越	東京	063	00	新宿東口
関東甲信越	東京	063	01	西新宿
関東甲信越	東京	063	02	新宿南口/代々木
関東甲信越	東京	063	03	新宿歌舞伎町
関東甲信越	東京	063	04	新宿１～２丁目
関東甲信越	東京	063	05	千駄ヶ谷/信濃町
関東甲信越	東京	063	06	四谷
